Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1961,1961,hg/ha,26121,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1962,1962,hg/ha,25969,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1963,1963,hg/ha,26000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1964,1964,hg/ha,25954,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1965,1965,hg/ha,25954,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1966,1966,hg/ha,25965,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1967,1967,hg/ha,25948,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1968,1968,hg/ha,26028,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1969,1969,hg/ha,25989,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1970,1970,hg/ha,26000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1971,1971,hg/ha,26087,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1972,1972,hg/ha,26000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1973,1973,hg/ha,25965,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1974,1974,hg/ha,26066,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1975,1975,hg/ha,26000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1976,1976,hg/ha,25906,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1977,1977,hg/ha,25958,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1978,1978,hg/ha,26064,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1979,1979,hg/ha,26071,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1980,1980,hg/ha,25965,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1981,1981,hg/ha,26087,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1982,1982,hg/ha,25997,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1983,1983,hg/ha,25983,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1984,1984,hg/ha,26014,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1985,1985,hg/ha,26050,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1986,1986,hg/ha,26047,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1987,1987,hg/ha,26500,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1988,1988,hg/ha,25794,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1989,1989,hg/ha,26088,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1990,1990,hg/ha,26028,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1991,1991,hg/ha,26132,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1992,1992,hg/ha,25948,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1993,1993,hg/ha,25793,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1994,1994,hg/ha,26072,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1995,1995,hg/ha,26225,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1996,1996,hg/ha,26593,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1997,1997,hg/ha,25025,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1998,1998,hg/ha,24972,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,1999,1999,hg/ha,29646,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2000,2000,hg/ha,23094,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2001,2001,hg/ha,25967,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2002,2002,hg/ha,59483,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2003,2003,hg/ha,48212,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2004,2004,hg/ha,78741,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2005,2005,hg/ha,62336,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2006,2006,hg/ha,70202,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2007,2007,hg/ha,76221,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2008,2008,hg/ha,58160,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2009,2009,hg/ha,59203,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2010,2010,hg/ha,75512,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2011,2011,hg/ha,59086,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2012,2012,hg/ha,57096,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2013,2013,hg/ha,57043,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2014,2014,hg/ha,63168,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2015,2015,hg/ha,79205,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,486,Bananas,2016,2016,hg/ha,75984,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1961,1961,hg/ha,4145,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1962,1962,hg/ha,4208,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1963,1963,hg/ha,4234,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1964,1964,hg/ha,4279,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1965,1965,hg/ha,4775,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1966,1966,hg/ha,4690,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1967,1967,hg/ha,5655,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1968,1968,hg/ha,5398,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1969,1969,hg/ha,5294,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1970,1970,hg/ha,4957,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1971,1971,hg/ha,5138,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1972,1972,hg/ha,5769,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1973,1973,hg/ha,5179,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1974,1974,hg/ha,5000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1975,1975,hg/ha,5000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1976,1976,hg/ha,4966,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1977,1977,hg/ha,5595,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1978,1978,hg/ha,5516,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1979,1979,hg/ha,5058,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1980,1980,hg/ha,5000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1981,1981,hg/ha,5000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1982,1982,hg/ha,5000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1983,1983,hg/ha,6051,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1984,1984,hg/ha,6273,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1985,1985,hg/ha,6122,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1986,1986,hg/ha,7233,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1987,1987,hg/ha,7291,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1988,1988,hg/ha,7348,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1989,1989,hg/ha,7406,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1990,1990,hg/ha,7463,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1991,1991,hg/ha,7521,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1992,1992,hg/ha,7578,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1993,1993,hg/ha,7636,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1994,1994,hg/ha,7693,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1995,1995,hg/ha,7751,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1996,1996,hg/ha,7808,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1997,1997,hg/ha,7866,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1998,1998,hg/ha,7923,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",1999,1999,hg/ha,7976,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2000,2000,hg/ha,8033,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2001,2001,hg/ha,7946,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2002,2002,hg/ha,8122,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2003,2003,hg/ha,4842,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2004,2004,hg/ha,5520,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2005,2005,hg/ha,7000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2006,2006,hg/ha,7908,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2007,2007,hg/ha,9679,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2008,2008,hg/ha,7615,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2009,2009,hg/ha,8911,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2010,2010,hg/ha,7177,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2011,2011,hg/ha,9163,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2012,2012,hg/ha,9477,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2013,2013,hg/ha,9671,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2014,2014,hg/ha,10001,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2015,2015,hg/ha,10687,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,176,"Beans, dry",2016,2016,hg/ha,10354,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1989,1989,hg/ha,30000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1990,1990,hg/ha,36408,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1991,1991,hg/ha,34615,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1992,1992,hg/ha,35294,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1993,1993,hg/ha,36957,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1994,1994,hg/ha,36781,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1995,1995,hg/ha,37431,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1996,1996,hg/ha,36698,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1997,1997,hg/ha,36707,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1998,1998,hg/ha,37627,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",1999,1999,hg/ha,36869,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2000,2000,hg/ha,36364,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2001,2001,hg/ha,33333,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2002,2002,hg/ha,34286,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2003,2003,hg/ha,33333,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2004,2004,hg/ha,35538,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2005,2005,hg/ha,37005,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2006,2006,hg/ha,39286,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2007,2007,hg/ha,41667,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2008,2008,hg/ha,42169,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2009,2009,hg/ha,41096,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2010,2010,hg/ha,42667,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2011,2011,hg/ha,41176,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2012,2012,hg/ha,46667,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2013,2013,hg/ha,50000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2014,2014,hg/ha,51268,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2015,2015,hg/ha,49575,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,414,"Beans, green",2016,2016,hg/ha,51038,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1961,1961,hg/ha,3882,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1962,1962,hg/ha,3889,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1963,1963,hg/ha,4090,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1964,1964,hg/ha,4360,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1965,1965,hg/ha,4991,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1966,1966,hg/ha,4956,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1967,1967,hg/ha,4066,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1968,1968,hg/ha,5554,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1969,1969,hg/ha,4773,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1970,1970,hg/ha,4233,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1971,1971,hg/ha,4779,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1972,1972,hg/ha,5545,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1973,1973,hg/ha,5000,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1974,1974,hg/ha,4996,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1975,1975,hg/ha,5023,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1976,1976,hg/ha,4974,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1977,1977,hg/ha,4972,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1978,1978,hg/ha,5035,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1979,1979,hg/ha,5440,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1980,1980,hg/ha,4193,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1981,1981,hg/ha,5358,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1982,1982,hg/ha,4873,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1983,1983,hg/ha,4827,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1984,1984,hg/ha,5177,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1985,1985,hg/ha,4164,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1986,1986,hg/ha,4978,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1987,1987,hg/ha,5241,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1988,1988,hg/ha,4137,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1989,1989,hg/ha,3904,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1990,1990,hg/ha,4010,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1991,1991,hg/ha,3851,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1992,1992,hg/ha,4150,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1993,1993,hg/ha,3637,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,656,"Coffee, green",1994,1994,hg/ha,2846,Fc,Calculated data
